cell_id,therm_prs
186308,0
186309,0
186310,0
186311,0
186312,0
186313,0
186314,0
186315,0
186320,0
186321,0
186322,0
186323,0
186324,0
186325,0
186326,0
186327,0
186328,0
186329,0
186330,0
186331,0
186332,0
186333,0
189926,0
189927,0
189928,0
189929,0
189930,0
189931,0
189932,0
189933,0
189937,0
189938,0
189939,0
189940,0
189941,0
189942,0
189943,0
189944,0
189945,0
189946,0
189947,0
189948,0
189949,0
189950,0
193543,0
193544,0
193545,0
193546,0
193547,0
193548,0
193549,0
193550,0
193554,0
193555,0
193556,0
193557,0
193558,0
193559,0
193560,0
193561,0
193562,0
193563,0
193564,0
193565,0
193566,0
193567,0
193568,0
197139,0
197140,0
197141,0
197142,0
197143,0
197144,0
197145,0
197146,0
197147,0
197148,0
197149,0
197150,0
197151,0
197152,0
197153,0
197154,0
197155,0
197156,0
197157,0
197158,0
197159,0
197160,0
197161,0
197162,0
197163,0
197164,0
197165,0
197166,0
197167,0
197168,0
197169,0
197170,0
197171,0
197172,0
197173,0
197174,0
197175,0
197176,0
197177,0
197178,0
197179,0
197182,0
197183,0
197184,0
197185,0
197186,0
197187,0
200756,0
200757,0
200758,0
200759,0
200760,0
200761,0
200762,0
200763,0
200764,0
200765,0
200766,0
200767,0
200768,0
200769,0
200770,0
200771,0
200772,0
200773,0
200774,0
200775,0
200776,0
200777,0
200778,0
200779,0
200780,0
200781,0
200782,0
200783,0
200784,0
200785,0
200786,0
200787,0
200788,0
200789,0
200790,0
200791,0
200792,0
200793,0
200794,0
200795,0
200796,0
200797,0
200800,0
200802,0
200803,0
200804,0
200805,0
204373,0
204374,0
204375,0
204376,0
204377,0
204378,0
204379,0
204380,0
204381,0
204382,0
204383,0
204384,0
204385,0
204386,0
204387,0
204388,0
204389,0
204390,0
204391,0
204392,0
204393,0
204394,0
204395,0
204396,0
204397,0
204398,0
204399,0
204401,0
204402,0
204403,0
204404,0
204405,0
204406,0
204407,0
204408,0
204409,0
204411,0
204412,0
204413,0
204414,0
204421,0
204422,0
207990,0
207991,0
207992,0
207993,0
207994,0
207995,0
207996,0
207997,0
207998,0
207999,0
208000,0
208001,0
208002,0
208003,0
208004,0
208005,0
208006,0
208007,0
208008,0
208009,0
208010,0
208011,0
208012,0
208013,0
208014,0
208015,0
208016,0
208020,0
208021,0
208023,0
208024,0
208025,0
208026,0
208029,0
208030,0
208031,0
208032,0
208037,0
208038,0
208039,0
211604,0
211605,0
211606,0
211607,0
211608,0
211609,0
211610,0
211611,0
211612,0
211613,0
211614,0
211615,0
211616,0
211617,0
211618,0
211619,0
211620,0
211621,0
211622,0
211623,0
211624,0
211625,0
211626,0
211627,0
211628,0
211629,0
211630,0
211631,0
211632,0
211633,0
211635,0
211650,0
215221,0
215222,0
215223,0
215224,0
215225,0
215226,0
215227,0
215228,0
215229,0
215230,0
215231,0
215232,0
215233,0
215234,0
215235,0
215236,0
215237,0
215238,0
215239,0
215240,0
215241,0
215242,0
215243,0
215244,0
215245,0
215246,0
215247,0
215248,0
215249,0
215250,0
215251,0
215252,0
215253,0
215268,0
218838,0
218839,0
218840,0
218841,0
218842,0
218843,0
218844,0
218845,0
218846,0
218847,0
218848,0
218849,0
218850,0
218851,0
218852,0
218853,0
218854,0
218855,0
218856,0
218857,0
218858,0
218859,0
218860,0
218861,0
218862,0
218863,0
218864,0
218865,0
218866,0
218867,0
218868,0
218869,0
218870,0
218885,0
218886,0
222445,0
222446,0
222447,0
222448,0
222449,0
222450,0
222451,0
222452,0
222453,0
222454,0
222455,0
222456,0
222457,0
222458,0
222459,0
222460,0
222461,0
222462,0
222463,0
222464,0
222465,0
222466,0
222467,0
222468,0
222469,0
222470,0
222471,0
222472,0
222473,0
222474,0
222475,0
222476,0
222477,0
222478,0
222479,0
222480,0
222481,0
222482,0
222483,0
222484,0
222485,0
222486,0
222487,0
222488,0
222489,0
222502,0
222503,0
226062,0
226063,0
226064,0
226065,0
226066,0
226067,0
226068,0
226069,0
226070,0
226071,0
226072,0
226073,0
226074,0
226075,0
226076,0
226077,0
226078,0
226079,0
226080,0
226081,0
226082,0
226083,0
226084,0
226085,0
226086,0
226087,0
226088,0
226089,0
226090,0
226091,0
226092,0
226093,0
226094,0
226095,0
226096,0
226097,0
226098,0
226099,0
226100,0
226101,0
226102,0
226103,0
226104,0
226105,0
226115,0
226116,0
226117,0
226121,0
229679,0
229680,0
229681,0
229682,0
229683,0
229684,0
229685,0
229686,0
229687,0
229688,0
229689,0
229690,0
229691,0
229692,0
229693,0
229694,0
229695,0
229696,0
229697,0
229698,0
229699,0
229700,0
229701,0
229702,0
229703,0
229704,0
229705,0
229706,0
229707,0
229708,0
229709,0
229710,0
229711,0
229712,0
229713,0
229714,0
229715,0
229716,0
229717,0
229718,0
229719,0
229720,0
229721,0
229722,0
229723,0
229724,0
229732,0
229733,0
229734,0
229735,0
229738,0
233289,0
233290,0
233291,0
233292,0
233293,0
233294,0
233295,0
233296,0
233297,0
233298,0
233299,0
233300,0
233301,0
233302,0
233303,0
233304,0
233305,0
233306,0
233307,0
233308,0
233309,0
233310,0
233311,0
233312,0
233313,0
233314,0
233315,0
233316,0
233317,0
233318,0
233319,0
233320,0
233321,0
233322,0
233323,0
233324,0
233325,0
233326,0
233327,0
233328,0
233329,0
233330,0
233331,0
233332,0
233333,0
233334,0
233335,0
233336,0
233337,0
233338,0
233339,0
233340,0
233341,0
233342,0
233343,0
233344,0
233349,0
233350,0
233351,0
233352,0
233353,0
233354,0
233355,0
233356,0
233357,0
233365,0
233366,0
233367,0
233368,0
233369,0
233370,0
233446,0
233447,0
233448,0
233449,0
233450,0
233451,0
233452,0
233453,0
233454,0
233455,0
233456,0
233457,0
233458,0
233459,0
233460,0
233461,0
233462,0
233463,0
233464,0
233465,0
233466,0
233467,0
233468,0
233469,0
233470,0
233471,0
233472,0
233473,0
233474,0
233475,0
233476,0
233477,0
233478,0
233479,0
233480,0
233481,0
233482,0
233483,0
233484,0
233485,0
233486,0
233487,0
233488,0
233489,0
233490,0
233491,0
233492,0
233493,0
233494,0
233495,0
233496,0
233497,0
236906,0
236907,0
236908,0
236909,0
236910,0
236911,0
236912,0
236913,0
236914,0
236915,0
236916,0
236917,0
236918,0
236919,0
236920,0
236921,0
236922,0
236923,0
236924,0
236925,0
236926,0
236927,0
236928,0
236929,0
236930,0
236931,0
236932,0
236933,0
236934,0
236935,0
236936,0
236937,0
236938,0
236939,0
236940,0
236941,0
236942,0
236943,0
236944,0
236945,0
236946,0
236947,0
236948,0
236949,0
236950,0
236951,0
236952,0
236953,0
236954,0
236955,0
236956,0
236957,0
236958,0
236959,0
236960,0
236961,0
236965,0
236966,0
236967,0
236968,0
236969,0
236970,0
236971,0
236972,0
236973,0
236974,0
236975,0
236983,0
236984,0
236985,0
236986,0
236987,0
236988,0
237064,0
237065,0
237066,0
237067,0
237068,0
237069,0
237070,0
237071,0
237072,0
237073,0
237074,0
237075,0
237076,0
237077,0
237078,0
237079,0
237080,0
237081,0
237082,0
237083,0
237084,0
237085,0
237086,0
237087,0
237088,0
237089,0
237090,0
237091,0
237092,0
237093,0
237094,0
237095,0
237096,0
237097,0
237098,0
237099,0
237100,0
237101,0
237102,0
237103,0
237104,0
237105,0
237106,0
237107,0
237108,0
237109,0
237110,0
237111,0
237112,0
237113,0
237114,0
237115,0
237116,0
240523,0
240524,0
240525,0
240526,0
240527,0
240528,0
240529,0
240530,0
240531,0
240532,0
240533,0
240534,0
240535,0
240536,0
240537,0
240538,0
240539,0
240540,0
240541,0
240542,0
240543,0
240544,0
240545,0
240546,0
240547,0
240548,0
240549,0
240550,0
240551,0
240552,0
240553,0
240554,0
240555,0
240556,0
240557,0
240558,0
240559,0
240560,0
240561,0
240562,0
240563,0
240564,0
240565,0
240566,0
240567,0
240568,0
240569,0
240570,0
240571,0
240572,0
240573,0
240574,0
240575,0
240576,0
240577,0
240578,0
240579,0
240580,0
240581,0
240582,0
240583,0
240584,0
240585,0
240586,0
240587,0
240588,0
240600,0
240601,0
240602,0
240603,0
240604,0
240605,0
240683,0
240684,0
240685,0
240686,0
240687,0
240688,0
240689,0
240690,0
240691,0
240692,0
240693,0
240694,0
240695,0
240696,0
240697,0
240698,0
240699,0
240700,0
240701,0
240702,0
240703,0
240704,0
240705,0
240706,0
240707,0
240708,0
240709,0
240710,0
240711,0
240712,0
240713,0
240714,0
240715,0
240716,0
240717,0
240718,0
240719,0
240720,0
240721,0
240722,0
240723,0
240724,0
240725,0
240726,0
240727,0
240728,0
240729,0
240730,0
240731,0
240732,0
240733,0
240734,0
244139,0
244140,0
244141,0
244142,0
244143,0
244144,0
244145,0
244146,0
244147,0
244148,0
244149,0
244150,0
244151,0
244152,0
244153,0
244154,0
244155,0
244156,0
244157,0
244158,0
244159,0
244160,0
244161,0
244162,0
244163,0
244164,0
244165,0
244166,0
244167,0
244168,0
244169,0
244170,0
244171,0
244172,0
244173,0
244174,0
244175,0
244176,0
244177,0
244178,0
244179,0
244180,0
244181,0
244182,0
244183,0
244184,0
244185,0
244186,0
244187,0
244188,0
244189,0
244190,0
244191,0
244192,0
244193,0
244194,0
244195,0
244196,0
244197,0
244198,0
244199,0
244200,0
244201,0
244202,0
244203,0
244216,0
244217,0
244218,0
244219,0
244220,0
244221,0
244222,0
244223,0
244301,0
244302,0
244303,0
244304,0
244305,0
244306,0
244307,0
244308,0
244309,0
244310,0
244311,0
244312,0
244313,0
244314,0
244315,0
244316,0
244317,0
244318,0
244319,0
244320,0
244321,0
244322,0
244323,0
244324,0
244325,0
244326,0
244327,0
244328,0
244329,0
244330,0
244331,0
244332,0
244333,0
244334,0
244335,0
244336,0
244337,0
244338,0
244339,0
244340,0
244341,0
244342,0
244343,0
244344,0
244345,0
244346,0
244347,0
244348,0
244349,0
244350,0
244351,0
244352,0
244353,0
247496,0
247497,0
247498,0
247499,0
247500,0
247501,0
247751,0
247752,0
247753,0
247754,0
247755,0
247756,0
247757,0
247758,0
247759,0
247760,0
247761,0
247762,0
247763,0
247764,0
247765,0
247766,0
247767,0
247768,0
247769,0
247770,0
247771,0
247772,0
247773,0
247774,0
247775,0
247776,0
247777,0
247778,0
247779,0
247780,0
247781,0
247782,0
247783,0
247784,0
247785,0
247786,0
247787,0
247788,0
247789,0
247790,0
247791,0
247792,0
247793,0
247794,0
247795,0
247796,0
247797,0
247798,0
247799,0
247800,0
247801,0
247802,0
247803,0
247804,0
247805,0
247806,0
247807,0
247808,0
247809,0
247810,0
247811,0
247812,0
247813,0
247814,0
247815,0
247816,0
247818,0
247822,0
247823,0
247825,0
247826,0
247833,0
247834,0
247835,0
247836,0
247837,0
247838,0
247839,0
247840,0
247841,0
247842,0
247878,0
247879,0
247880,0
247881,0
247882,0
247883,0
247884,0
247885,0
247886,0
247887,0
247888,0
247889,0
247890,0
247891,0
247892,0
247893,0
247894,0
247895,0
247896,0
247897,0
247898,0
247899,0
247900,0
247901,0
247902,0
247903,0
247904,0
247905,0
247906,0
247907,0
247908,0
247909,0
247910,0
247911,0
247912,0
247913,0
247914,0
247915,0
247916,0
247917,0
247918,0
247919,0
247920,0
247921,0
247922,0
247923,0
247924,0
247925,0
247926,0
247927,0
247928,0
247929,0
247930,0
247931,0
247932,0
247933,0
247934,0
247935,0
247936,0
247937,0
247938,0
247939,0
247940,0
247941,0
247942,0
247943,0
247944,0
247945,0
247946,0
247947,0
247948,0
247949,0
247950,0
247951,0
247952,0
247953,0
247954,0
247955,0
247956,0
247957,0
247958,0
247959,0
247960,0
247961,0
247962,0
247963,0
247964,0
247965,0
247966,0
247967,0
247968,0
247969,0
247970,0
247971,0
247972,0
247973,0
247974,0
247975,0
247976,0
247977,0
247978,0
247979,0
247980,0
247981,0
247982,0
247983,0
247984,0
247985,0
247986,0
247987,0
247988,0
247989,0
247990,0
247991,0
247992,0
247993,0
247994,0
247995,0
247996,0
247997,0
247998,0
247999,0
248000,0
248001,0
248002,0
248003,0
248004,0
248005,0
248006,0
248007,0
251111,0
251112,0
251113,0
251114,0
251115,0
251116,0
251368,0
251369,0
251370,0
251371,0
251372,0
251373,0
251374,0
251375,0
251376,0
251377,0
251378,0
251379,0
251380,0
251381,0
251382,0
251383,0
251384,0
251385,0
251386,0
251387,0
251388,0
251389,0
251390,0
251391,0
251392,0
251393,0
251394,0
251395,0
251396,0
251397,0
251398,0
251399,0
251400,0
251401,0
251402,0
251403,0
251404,0
251405,0
251406,0
251407,0
251408,0
251409,0
251410,0
251411,0
251412,0
251413,0
251414,0
251415,0
251416,0
251417,0
251418,0
251419,0
251420,0
251421,0
251422,0
251423,0
251424,0
251425,0
251426,0
251427,0
251428,0
251429,0
251430,0
251431,0
251432,0
251433,0
251434,0
251435,0
251436,0
251437,0
251438,0
251439,0
251440,0
251441,0
251442,0
251443,0
251451,0
251452,0
251453,0
251454,0
251455,0
251456,0
251457,0
251458,0
251459,0
251460,0
251496,0
251497,0
251498,0
251499,0
251500,0
251501,0
251502,0
251503,0
251504,0
251505,0
251506,0
251507,0
251508,0
251509,0
251510,0
251511,0
251512,0
251513,0
251514,0
251515,0
251516,0
251517,0
251518,0
251519,0
251520,0
251521,0
251522,0
251523,0
251524,0
251525,0
251526,0
251527,0
251528,0
251529,0
251530,0
251531,0
251532,0
251533,0
251534,0
251535,0
251536,0
251537,0
251538,0
251539,0
251540,0
251541,0
251542,0
251543,0
251544,0
251545,0
251546,0
251547,0
251548,0
251549,0
251550,0
251551,0
251552,0
251553,0
251554,0
251555,0
251556,0
251557,0
251558,0
251559,0
251560,0
251561,0
251562,0
251563,0
251564,0
251565,0
251566,0
251567,0
251568,0
251569,0
251570,0
251571,0
251572,0
251573,0
251574,0
251575,0
251576,0
251577,0
251578,0
251579,0
251580,0
251581,0
251582,0
251583,0
251584,0
251585,0
251586,0
251587,0
251588,0
251589,0
251590,0
251591,0
251592,0
251593,0
251594,0
251595,0
251596,0
251597,0
251598,0
251599,0
251600,0
251601,0
251602,0
251603,0
251604,0
251605,0
251606,0
251607,0
251608,0
251609,0
251610,0
251611,0
251612,0
251613,0
251614,0
251615,0
251616,0
251617,0
251618,0
251619,0
251620,0
251621,0
251622,0
251623,0
251624,0
251625,0
254726,0
254727,0
254728,0
254729,0
254730,0
254731,0
254985,0
254986,0
254987,0
254988,0
254989,0
254990,0
254991,0
254992,0
254993,0
254994,0
254995,0
254996,0
254997,0
254998,0
254999,0
255000,0
255001,0
255002,0
255003,0
255004,0
255005,0
255006,0
255007,0
255008,0
255009,0
255010,0
255011,0
255012,0
255013,0
255014,0
255015,0
255016,0
255017,0
255018,0
255019,0
255020,0
255021,0
255022,0
255023,0
255024,0
255025,0
255026,0
255027,0
255028,0
255029,0
255030,0
255031,0
255032,0
255033,0
255034,0
255035,0
255036,0
255037,0
255038,0
255039,0
255040,0
255041,0
255042,0
255043,0
255044,0
255045,0
255046,0
255047,0
255048,0
255049,0
255050,0
255051,0
255052,0
255053,0
255054,0
255055,0
255056,0
255057,0
255058,0
255059,0
255068,0
255069,0
255070,0
255071,0
255072,0
255073,0
255074,0
255075,0
255076,0
255077,0
255114,0
255115,0
255116,0
255117,0
255118,0
255119,0
255120,0
255121,0
255122,0
255123,0
255124,0
255125,0
255126,0
255127,0
255128,0
255129,0
255130,0
255131,0
255132,0
255133,0
255134,0
255135,0
255136,0
255137,0
255138,0
255139,0
255140,0
255141,0
255142,0
255143,0
255144,0
255145,0
255146,0
255147,0
255148,0
255149,0
255150,0
255151,0
255152,0
255153,0
255154,0
255155,0
255156,0
255157,0
255158,0
255159,0
255160,0
255161,0
255162,0
255163,0
255164,0
255165,0
255166,0
255167,0
255168,0
255169,0
255170,0
255171,0
255172,0
255173,0
255174,0
255175,0
255176,0
255177,0
255178,0
255179,0
255180,0
255181,0
255182,0
255183,0
255184,0
255185,0
255186,0
255187,0
255188,0
255189,0
255190,0
255191,0
255192,0
255193,0
255194,0
255195,0
255196,0
255197,0
255198,0
255199,0
255200,0
255201,0
255202,0
255203,0
255204,0
255205,0
255206,0
255207,0
255208,0
255209,0
255210,0
255211,0
255212,0
255213,0
255214,0
255215,0
255216,0
255217,0
255218,0
255219,0
255220,0
255221,0
255222,0
255223,0
255224,0
255225,0
255226,0
255227,0
255228,0
255229,0
255230,0
255231,0
255232,0
255233,0
255234,0
255235,0
255236,0
255237,0
255238,0
255239,0
255240,0
255241,0
255242,0
255243,0
255244,0
258337,0
258338,0
258339,0
258340,0
258341,0
258342,0
258343,0
258344,0
258345,0
258346,0
258347,0
258348,0
258349,0
258350,0
258351,0
258600,0
258601,0
258602,0
258603,0
258604,0
258605,0
258606,0
258607,0
258608,0
258609,0
258610,0
258611,0
258612,0
258613,0
258614,0
258615,0
258616,0
258617,0
258618,0
258619,0
258620,0
258621,0
258622,0
258623,0
258624,0
258625,0
258626,0
258627,0
258628,0
258629,0
258630,0
258631,0
258632,0
258633,0
258634,0
258635,0
258636,0
258637,0
258638,0
258639,0
258640,0
258641,0
258642,0
258643,0
258644,0
258645,0
258646,0
258647,0
258648,0
258649,0
258650,0
258651,0
258652,0
258653,0
258654,0
258655,0
258656,0
258657,0
258658,0
258659,0
258660,0
258661,0
258662,0
258663,0
258664,0
258665,0
258666,0
258667,0
258668,0
258669,0
258671,0
258672,0
258673,0
258674,0
258675,0
258676,0
258677,0
258678,0
258683,0
258684,0
258685,0
258686,0
258687,0
258688,0
258689,0
258690,0
258691,0
258692,0
258693,0
258694,0
258695,0
258696,0
258697,0
258702,0
258705,0
258706,0
258707,0
258708,0
258709,0
258710,0
258711,0
258712,0
258713,0
258714,0
258715,0
258716,0
258717,0
258718,0
258719,0
258720,0
258721,0
258722,0
258723,0
258724,0
258725,0
258726,0
258727,0
258728,0
258729,0
258730,0
258731,0
258732,0
258733,0
258734,0
258735,0
258736,0
258737,0
258738,0
258739,0
258740,0
258741,0
258742,0
258743,0
258744,0
258745,0
258746,0
258747,0
258748,0
258749,0
258750,0
258751,0
258752,0
258753,0
258754,0
258755,0
258756,0
258757,0
258758,0
258759,0
258760,0
258761,0
258762,0
258763,0
258764,0
258765,0
258766,0
258767,0
258768,0
258769,0
258770,0
258771,0
258772,0
258773,0
258774,0
258775,0
258776,0
258777,0
258778,0
258779,0
258780,0
258781,0
258782,0
258783,0
258784,0
258785,0
258786,0
258787,0
258788,0
258789,0
258790,0
258791,0
258792,0
258793,0
258794,0
258795,0
258796,0
258797,0
258798,0
258799,0
258800,0
