cell_id,therm_prs
742353,0
742354,0
742355,0
749592,0
749593,0
749594,0
753204,0
753205,0
753206,0
753207,0
753208,0
753209,0
753214,0
753215,0
753216,0
753217,0
756819,0
756820,0
756821,0
756822,0
756823,0
756824,0
756828,0
756829,0
756830,0
756831,0
756833,0
760421,0
760423,0
760424,0
760425,0
760426,0
760427,0
760428,0
760429,0
760434,0
760435,0
760436,0
760437,0
760438,0
760439,0
760440,0
760441,0
760442,0
760443,0
760444,0
760445,0
760446,0
760447,0
764049,0
764050,0
764051,0
764052,0
764053,0
764054,0
764055,0
764056,0
764057,0
764058,0
764059,0
764060,0
764061,0
764062,0
764063,0
764064,0
767664,0
767665,0
767666,0
767667,0
767668,0
767669,0
767670,0
767671,0
767672,0
767673,0
767674,0
767675,0
767676,0
767677,0
767678,0
767679,0
767680,0
767681,0
771279,0
771280,0
771281,0
771282,0
771283,0
771284,0
771285,0
771286,0
771287,0
771288,0
771289,0
771290,0
771291,0
771292,0
771293,0
771294,0
771295,0
771296,0
771297,0
774894,0
774895,0
774896,0
774897,0
774898,0
774899,0
774900,0
774901,0
774902,0
774903,0
774904,0
774905,0
774906,0
774907,0
774908,0
774909,0
774910,0
774911,0
774912,0
778483,0
778484,0
778485,0
778486,0
778487,0
778488,0
778489,0
778490,0
778491,0
778509,0
778510,0
778511,0
778512,0
778513,0
778514,0
778515,0
778516,0
778517,0
778518,0
778519,0
778520,0
778521,0
778522,0
778523,0
778524,0
778525,0
778526,0
778527,0
778528,0
778529,0
778530,0
778531,0
778532,0
778533,0
782095,0
782096,0
782097,0
782098,0
782099,0
782100,0
782101,0
782102,0
782103,0
782104,0
782105,0
782106,0
782124,0
782125,0
782126,0
782127,0
782128,0
782129,0
782130,0
782131,0
782132,0
782133,0
782134,0
782135,0
782136,0
782137,0
782138,0
782139,0
782140,0
782141,0
782142,0
782143,0
782144,0
782145,0
782146,0
782147,0
782148,0
785711,0
785712,0
785713,0
785714,0
785715,0
785716,0
785717,0
785718,0
785719,0
785720,0
785721,0
785739,0
785740,0
785741,0
785742,0
785743,0
785744,0
785745,0
785746,0
785747,0
785748,0
785749,0
785750,0
785751,0
785752,0
785753,0
785754,0
785755,0
785756,0
785757,0
785758,0
785759,0
785760,0
785761,0
785762,0
785763,0
785764,0
785765,0
785766,0
789326,0
789327,0
789328,0
789329,0
789330,0
789331,0
789332,0
789333,0
789334,0
789335,0
789348,0
789349,0
789354,0
789355,0
789356,0
789357,0
789358,0
789359,0
789360,0
789361,0
789362,0
789363,0
789364,0
789365,0
789366,0
789367,0
789368,0
789369,0
789370,0
789371,0
789372,0
789373,0
789374,0
789375,0
789376,0
789377,0
789378,0
789379,0
789380,0
789381,0
789382,0
789384,0
789385,0
789386,0
789387,0
789388,0
789389,0
789390,0
789391,0
789392,0
789393,0
789394,0
789399,0
789400,0
789401,0
789411,0
792941,0
792942,0
792943,0
